query_id,rank,document_id
C33B8370-9EC8-4FF1-99B3-9873140D7032,1,f75ec424-708b-4640-ac8b-3a640a13a4b6
C33B8370-9EC8-4FF1-99B3-9873140D7032,2,994fd815-0a79-477f-86c3-80c4cf8f33a4
C33B8370-9EC8-4FF1-99B3-9873140D7032,3,3f86168d-959e-4134-83ac-3adf63083b23
62633E46-77BC-4937-92DB-AF620B4C1315,1,73601e7b-630b-4de2-a617-09e175fc7acd
62633E46-77BC-4937-92DB-AF620B4C1315,2,b6f954d6-0f29-4f63-beea-3b98852993f8
62633E46-77BC-4937-92DB-AF620B4C1315,3,0dc9ed23-8175-4323-a8a0-05c27ee8f6d7
6995E196-DB02-4CD3-B380-8438CE798FFC,1,73601e7b-630b-4de2-a617-09e175fc7acd
6995E196-DB02-4CD3-B380-8438CE798FFC,2,b6f954d6-0f29-4f63-beea-3b98852993f8
6995E196-DB02-4CD3-B380-8438CE798FFC,3,561b3181-e674-4253-8a0d-36b2eefad08d
